"x"
"TAG: 01 06/07/2025 20:20:21.120 989.001045512838 256 mV"
"TAG: 01 06/07/2025 20:22:32.120 989.001045512869 165 mV"
"TAG: 01 06/07/2025 20:22:32.980 989.001045512900 104 mV"
"TAG: 01 06/07/2025 20:28:54.450 989.001040476399 213 mV"
"TAG: 01 06/07/2025 20:57:02.510 989.001045512866 124 mV"
"TAG: 01 06/07/2025 20:58:04.550 989.001045512866 152 mV"
"TAG: 01 06/07/2025 21:05:51.920 989.001045129244 192 mV"
"TAG: 01 06/07/2025 21:05:52.390 989.001045512841 147 mV"
"TAG: 01 06/07/2025 21:12:00.430 989.001045512847 129 mV"
"TAG: 01 06/07/2025 21:12:00.840 989.001045512884 382 mV"
"TAG: 01 06/07/2025 21:12:01.310 989.001045512869 162 mV"
"TAG: 01 06/07/2025 21:13:16.610 989.001045512847 261 mV"
"TAG: 01 06/07/2025 21:13:16.940 989.001040476350 169 mV"
"TAG: 01 06/07/2025 21:13:19.350 989.001045512841 106 mV"
"TAG: 01 06/07/2025 21:13:19.900 989.001045512869 463 mV"
"TAG: 01 06/07/2025 21:13:20.090 989.001045512884 623 mV"
"TAG: 01 06/07/2025 21:14:24.230 989.001040476350 373 mV"
"TAG: 01 06/07/2025 21:16:55.400 989.001045512834 117 mV"
"TAG: 01 06/07/2025 21:16:55.740 989.001045512869 637 mV"
"TAG: 01 06/07/2025 21:16:55.940 989.001040476350 529 mV"
"TAG: 01 06/07/2025 21:16:56.580 989.001045512884 223 mV"
"TAG: 01 06/07/2025 21:16:56.920 989.001045512857 180 mV"
"TAG: 01 06/07/2025 21:17:00.080 989.001045512841 705 mV"
"TAG: 01 06/07/2025 21:17:00.290 989.001045512884 703 mV"
"TAG: 01 06/07/2025 21:17:12.790 989.001045512900 127 mV"
"TAG: 01 06/07/2025 21:17:54.750 989.001045512869 600 mV"
"TAG: 01 06/07/2025 21:17:55.000 989.001045512841 223 mV"
"TAG: 01 06/07/2025 21:17:55.090 989.001045512857 155 mV"
"TAG: 01 06/07/2025 21:18:49.970 989.001045512884 304 mV"
"TAG: 01 06/07/2025 21:18:55.540 989.001045512857 181 mV"
"TAG: 01 06/07/2025 21:18:56.130 989.001045512841 173 mV"
"TAG: 01 06/07/2025 21:23:18.330 989.001045512866 257 mV"
"TAG: 01 06/07/2025 21:42:27.570 989.001045512841 115 mV"
"TAG: 01 06/07/2025 21:42:27.910 989.001045512869 432 mV"
"TAG: 01 06/07/2025 21:42:28.380 989.001041192652 122 mV"
"TAG: 01 06/07/2025 21:45:20.200 989.001045129244 242 mV"
"TAG: 01 06/07/2025 21:56:38.150 989.001045512875 109 mV"
"TAG: 01 06/07/2025 22:07:46.520 989.001045512838 284 mV"
"TAG: 01 06/07/2025 22:09:01.120 989.001045512852 352 mV"
"TAG: 01 06/07/2025 22:17:15.700 989.001045512852 243 mV"
"TAG: 01 06/07/2025 22:19:53.350 989.001045512852 265 mV"
"TAG: 01 06/07/2025 22:21:10.200 989.001045512852 137 mV"
"TAG: 01 06/07/2025 22:22:46.070 989.001045512852 129 mV"
"TAG: 01 06/07/2025 22:24:26.660 989.001045512852 162 mV"
"TAG: 01 06/07/2025 22:25:53.890 989.001045512852 174 mV"
"TAG: 01 06/07/2025 23:20:31.710 989.001045512905 158 mV"
"TAG: 01 06/07/2025 23:20:32.060 989.001045512857 390 mV"
"TAG: 01 06/07/2025 23:20:32.500 989.001045512884 281 mV"
"TAG: 01 06/07/2025 23:21:33.350 989.001045512884 103 mV"
"TAG: 01 06/07/2025 23:25:39.880 989.001040476401 165 mV"
"TAG: 01 06/07/2025 23:25:40.230 989.001045512852 544 mV"
"TAG: 01 06/07/2025 23:25:40.490 989.001045512841 583 mV"
"TAG: 01 06/07/2025 23:28:31.450 989.001045512905 365 mV"
"TAG: 01 06/07/2025 23:28:31.640 989.001045512857 442 mV"
"TAG: 01 06/07/2025 23:29:11.140 989.001040476381 233 mV"
"TAG: 01 06/07/2025 23:30:15.650 989.001045512844 218 mV"
"TAG: 01 06/07/2025 23:30:17.880 989.001045512869 230 mV"
"TAG: 01 06/07/2025 23:31:10.150 989.001045512900 147 mV"
"TAG: 01 06/07/2025 23:31:20.940 989.001045512903 325 mV"
"TAG: 01 06/07/2025 23:31:21.490 989.001045512884 553 mV"
"TAG: 01 06/07/2025 23:31:22.110 989.001045512869 254 mV"
"TAG: 01 06/07/2025 23:33:41.910 989.001045512884 512 mV"
"TAG: 01 06/07/2025 23:35:32.100 989.001045512838 186 mV"
"TAG: 01 06/07/2025 23:36:14.390 989.001045512869 278 mV"
